t_sec,POM_5V_IN_mW,POM_5V_GPU_mW,POM_5V_CPU_mW,total_mW
78.457,3084,320,1201,3084
78.563,3044,240,1201,3044
78.668,3245,400,1160,3245
78.774,3049,240,1201,3049
78.880,3205,360,1161,3205
78.986,3089,240,1201,3089
79.091,3205,360,1161,3205
79.197,3044,240,1201,3044
79.303,3165,320,1161,3165
79.408,3049,240,1201,3049
79.515,3049,240,1201,3049
79.621,3124,320,1161,3124
79.726,3009,240,1201,3009
79.832,3245,400,1160,3245
79.938,3084,280,1201,3084
80.044,3205,360,1161,3205
80.149,3044,240,1201,3044
80.255,3165,320,1201,3165
80.360,3009,200,1201,3009
80.466,3124,280,1201,3124
80.572,3124,320,1161,3124
80.677,3044,240,1201,3044
80.782,3205,360,1161,3205
80.888,3084,280,1201,3084
80.993,3245,400,1161,3245
81.099,3044,240,1201,3044
81.206,3205,360,1161,3205
81.312,3009,240,1241,3009
81.417,3129,280,1201,3129
81.523,3124,320,1161,3124
81.628,3089,240,1201,3089
81.735,3205,360,1201,3205
81.842,3560,200,1637,3560
81.948,3760,319,1677,3760
82.054,3680,240,1677,3680
82.160,3680,200,1757,3680
82.266,3600,320,1480,3600
82.372,3084,200,1282,3084
82.477,3165,280,1241,3165
82.583,3205,320,1240,3205
82.689,3049,240,1201,3049
82.794,3245,400,1161,3245
82.900,3089,280,1201,3089
83.005,3205,360,1161,3205
83.111,3049,240,1201,3049
83.216,3205,360,1161,3205
83.322,3009,240,1241,3009
83.427,3124,320,1201,3124
83.533,3124,320,1201,3124
83.638,3049,240,1201,3049
83.744,3165,360,1161,3165
83.850,3009,280,1201,3009
83.956,3245,400,1160,3245
84.061,3044,240,1201,3044
84.167,3205,360,1161,3205
84.272,3049,240,1201,3049
84.378,3124,320,1201,3124
84.484,3084,280,1161,3084
84.590,3084,280,1201,3084
84.696,3165,320,1161,3165
84.801,3084,240,1241,3084
84.907,3365,360,1320,3365
85.013,3124,280,1241,3124
85.120,3245,400,1200,3245
85.225,3084,240,1241,3084
85.331,3205,360,1161,3205
85.437,3049,240,1241,3049
85.543,3129,280,1201,3129
85.648,3124,360,1161,3124
85.754,3124,240,1241,3124
85.859,3165,320,1161,3165
85.965,3009,240,1201,3009
86.072,3205,360,1161,3205
86.177,3165,240,1241,3165
86.282,3205,400,1160,3205
86.388,3044,240,1201,3044
86.494,3165,320,1161,3165
86.600,3009,200,1201,3009
86.707,3084,280,1201,3084
86.813,3285,400,1201,3285
86.919,3049,240,1201,3049
87.025,3205,360,1161,3205
87.132,3084,280,1201,3084
87.238,3205,360,1161,3205
87.345,3049,240,1241,3049
87.452,3205,320,1161,3205
87.558,3009,240,1201,3009
87.665,3089,240,1201,3089
87.771,3124,360,1161,3124
87.878,3009,240,1201,3009
87.984,3245,400,1161,3245
88.090,3084,280,1201,3084
88.196,3205,360,1161,3205
88.302,3044,240,1241,3044
88.408,3165,320,1161,3165
88.513,3009,200,1201,3009
88.620,3084,280,1201,3084
88.726,3165,320,1161,3165
88.832,3049,240,1201,3049
88.938,3165,360,1161,3165
89.043,3084,280,1201,3084
89.149,3320,360,1280,3320
89.255,3084,240,1201,3084
89.360,3285,360,1241,3285
89.466,3044,240,1241,3044
89.571,3165,280,1201,3165
89.677,3044,280,1201,3044
89.784,3089,280,1201,3089
89.889,3124,360,1161,3124
89.995,3009,200,1201,3009
90.101,3165,360,1161,3165
90.207,3084,280,1201,3084
90.312,3245,400,1161,3245
90.418,3049,240,1201,3049
90.523,3165,320,1161,3165
90.629,3009,200,1241,3009
90.734,3084,280,1201,3084
90.840,3205,400,1121,3205
90.945,3044,240,1201,3044
91.051,3205,360,1161,3205
91.156,3084,280,1201,3084
91.262,3205,360,1161,3205
91.367,3049,240,1201,3049
91.473,3205,400,1161,3205
91.579,3049,240,1201,3049
91.685,3285,320,1280,3285
91.790,3044,200,1241,3044
91.897,3124,280,1241,3124
92.002,3285,400,1200,3285
92.108,3049,240,1201,3049
92.214,3205,360,1161,3205
92.319,3124,280,1241,3124
92.425,3205,360,1161,3205
92.531,3365,240,1480,3365
92.637,3720,360,1597,3720
92.743,3600,240,1637,3600
92.849,3720,320,1597,3720
92.954,3560,200,1637,3560
93.060,3680,320,1637,3680
93.166,3440,200,1520,3440
93.272,3325,400,1240,3325
93.377,3084,240,1241,3084
93.483,3205,360,1201,3205
93.589,3084,240,1241,3084
93.694,3205,360,1161,3205
93.800,3044,240,1241,3044
93.906,3205,320,1201,3205
94.012,3089,280,1201,3089
94.118,3084,240,1241,3084
94.224,3205,320,1201,3205
94.329,3044,200,1241,3044
94.435,3245,400,1201,3245
94.541,3124,280,1241,3124
94.647,3205,360,1201,3205
94.753,3084,240,1241,3084
94.858,3205,320,1201,3205
94.964,3049,200,1241,3049
95.070,3165,280,1241,3165
95.175,3205,360,1201,3205
95.281,3044,240,1241,3044
