t_sec,POM_5V_IN_mW,POM_5V_GPU_mW,POM_5V_CPU_mW,total_mW
50.462,2728,0,1163,2728
50.568,2728,0,1123,2728
50.674,2688,0,1083,2688
50.780,2728,0,1123,2728
50.886,2688,0,1123,2688
50.992,2688,0,1123,2688
51.098,2849,0,1282,2849
51.204,2612,0,1083,2612
51.310,2768,0,1163,2768
51.416,2612,0,1083,2612
51.522,2728,0,1163,2728
51.628,2652,0,1123,2652
51.734,2768,0,1203,2768
51.840,2652,0,1043,2652
51.946,2648,0,1123,2648
52.052,2612,0,1003,2612
52.158,2688,0,1163,2688
52.264,2572,0,1003,2572
52.370,2849,0,1241,2849
52.476,2652,0,1083,2652
52.582,2688,0,1123,2688
52.688,2652,0,1083,2652
52.794,2688,0,1123,2688
52.900,2652,0,1043,2652
53.006,2929,0,1402,2929
53.115,2612,0,1043,2612
53.221,3004,0,1402,3004
53.327,2648,0,1083,2648
53.433,2849,0,1282,2849
53.540,2652,0,1083,2652
53.645,2768,0,1201,2768
53.751,2728,0,1123,2728
53.857,2692,0,1083,2692
53.963,2652,0,1083,2652
54.069,2648,0,1083,2648
54.176,2648,0,1083,2648
54.281,2652,0,1083,2652
54.387,2768,0,1163,2768
54.493,2728,0,1163,2728
54.599,2688,0,1123,2688
54.706,2768,0,1163,2768
54.812,2728,0,1123,2728
54.918,2728,0,1163,2728
55.024,2849,0,1282,2849
55.129,2572,0,1003,2572
55.236,2768,0,1203,2768
55.341,2572,0,1003,2572
55.447,2768,0,1163,2768
55.554,2572,0,1043,2572
55.659,2768,0,1203,2768
55.765,2652,0,1043,2652
55.871,2692,0,1083,2692
55.977,2612,0,1043,2612
56.083,2648,0,1123,2648
56.189,2612,0,1043,2612
56.295,2929,0,1282,2929
56.401,2608,0,1043,2608
56.507,2768,0,1163,2768
56.613,2692,0,1083,2692
56.719,2728,0,1163,2728
56.825,2612,0,1043,2612
56.931,2889,0,1362,2889
57.037,2648,0,1083,2648
57.143,2728,0,1203,2728
57.249,2612,0,1043,2612
57.355,2728,0,1203,2728
57.461,2612,0,1043,2612
57.567,2808,0,1201,2808
57.673,2889,0,1241,2889
57.779,2728,0,1123,2728
57.886,2728,0,1163,2728
57.991,2768,0,1163,2768
58.097,2733,0,1123,2733
58.203,2648,0,1083,2648
58.309,2768,0,1163,2768
